"","date","text","id","link","retweets","likes","account","followers","like_ratio","retweet_ratio","interaction_ratio"
"36",2022-09-01 09:25:25,".@TiaMowry gets honest about her journey with self-love, hair, and aging (and we're absolutely here for it!) 🙌💗

https://t.co/3PKUjWz1ls","1565360185539022849","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",12,79,"@Dove",187005,0.000422448597631079,6.41694072351007e-05,0.0540199459907489
"37",2022-08-31 15:23:16,"Our bodies are not trends. 👇‼️ https://t.co/x86rTmjVzL","1565087852773638149","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,11,"@Dove",187005,5.88219566321756e-05,1.06949012058501e-05,0.0540199459907489
"38",2022-08-31 08:33:41,"Keep the representation coming 👏 

We're loving this new @Barbie doll celebrating Madam CJ Walker and her contributions to the history of Black haircare 👑 https://t.co/8XitQf0xcI","1564984774934106112","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,18,"@Dove",187005,9.6254110852651e-05,2.13898024117002e-05,0.0540199459907489
"39",2022-08-30 12:24:56,"A PSA to celebrate beauty of all shapes and sizes ‼️

Stay winning, 👑 @lizzo. https://t.co/IzRXf3xWKS","1564680583518818305","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5,11,"@Dove",187005,5.88219566321756e-05,2.67372530146253e-05,0.0540199459907489
"40",2022-08-24 13:44:47,"Photo and video editing apps can create false body and beauty perceptions that affect self-esteem

This is why we must commit to #NoDigitalDistortion and show our real beauty instead 👇
https://t.co/hzSn6VJQ1G","1562526352409972736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",7,24,"@Dove",187005,0.000128338814470201,3.74321542204754e-05,0.0540199459907489
"41",2022-08-23 14:33:53,"It is important to take regular breaks from social media and #DetoxYourFeed from content you don't want to see.

Thank you @glam for sharing 🙌 (1/2)
https://t.co/gp9vI5F6kf","1562176319634526211","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,19,"@Dove",187005,0.000101601561455576,1.06949012058501e-05,0.0540199459907489
"42",2022-08-23 09:06:08,"This is incredible 🙌 

Congratulations Konnor McClain, @ChilesJordan and @ShileseJ for this groundbreaking achievement ❤️ https://t.co/0Fo20SWQSc","1562093839673921536","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",17,121,"@Dove",187005,0.000647041522953932,9.09066602497259e-05,0.0540199459907489
"43",2022-08-18 11:11:52,"Congratulations to @solangeknowles for becoming the first ever Black Woman to compose music for the Fall Fashion Gala of the New York City Ballet! ❤️

You inspire and empower so many (including us) 🙌 https://t.co/8BWwDNlViN","1560313543454560256","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,25,"@Dove",187005,0.000133686265073126,1.06949012058501e-05,0.0540199459907489
"44",2022-08-17 10:40:17,"We must empower future generations by passing #TheCROWNAct to end hair discrimination nationwide.

Thank you for sharing @Essence ❤️
https://t.co/J4B85U94Wd","1559943205419892738","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,21,"@Dove",187005,0.000112296462661426,5.34745060292506e-06,0.0540199459907489
"45",2022-08-11 07:53:16,"RT @thecrownact: The fight to end hair discrimination is a movement we all have a part to play in. This affects so many people &amp;  we need t…","1557726846619631617","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",10,0,"@Dove",187005,0,5.34745060292506e-05,0.0540199459907489
"46",2022-08-09 14:26:05,"We love seeing these celebs express their authentic selves ❤️ Thank you for keeping it real and showing us why it's so important to #DetoxYourFeed

https://t.co/4eIb1TTPFV","1557100926414082053","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,16,"@Dove",187005,8.55592096468009e-05,1.06949012058501e-05,0.0540199459907489
"47",2022-08-05 09:17:33,"18 states down 👇 

32 states to go ❗❗

Contact your senators now to put an end to hair discrimination and pass #TheCROWNAct nationwide 📢📢
https://t.co/m5ZDNBT9zp","1555573730415443968","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,18,"@Dove",187005,9.6254110852651e-05,1.60423518087752e-05,0.0540199459907489
